"Activity" "Feature" "Average"
"1" "LAYING" "tBodyAcc X" 0.276713027344907
"2" "SITTING" "tBodyAcc X" 0.274952315714012
"3" "STANDING" "tBodyAcc X" 0.27343716165766
"4" "WALKING" "tBodyAcc X" 0.272682390144019
"5" "WALKING_DOWNSTAIRS" "tBodyAcc X" 0.275344648755334
"6" "WALKING_UPSTAIRS" "tBodyAcc X" 0.272744277923575
"7" "LAYING" "tBodyAcc Y" -0.063057123129332
"8" "SITTING" "tBodyAcc Y" -0.0642871922592127
"9" "STANDING" "tBodyAcc Y" -0.0634402498777355
"10" "WALKING" "tBodyAcc Y" -0.0633842448460032
"11" "WALKING_DOWNSTAIRS" "tBodyAcc Y" -0.0623710408856815
"12" "WALKING_UPSTAIRS" "tBodyAcc Y" -0.0632770142194725
"13" "LAYING" "tGravityAcc X" 0.664767144620112
"14" "SITTING" "tGravityAcc X" 0.703587731688391
"15" "STANDING" "tGravityAcc X" 0.680817818778195
"16" "WALKING" "tGravityAcc X" 0.688425380362903
"17" "WALKING_DOWNSTAIRS" "tGravityAcc X" 0.698552233385714
"18" "WALKING_UPSTAIRS" "tGravityAcc X" 0.658703183864119
"19" "LAYING" "tGravityAcc Y" 0.0196303287455463
"20" "SITTING" "tGravityAcc Y" 0.00451117150810354
"21" "STANDING" "tGravityAcc Y" 0.0335683334247639
"22" "WALKING" "tGravityAcc Y" -0.0113755571618521
"23" "WALKING_DOWNSTAIRS" "tGravityAcc Y" -0.0579157762871266
"24" "WALKING_UPSTAIRS" "tGravityAcc Y" 0.0210199768295855
"25" "LAYING" "tGravityAcc Z" 0.103282425990086
"26" "SITTING" "tGravityAcc Z" 0.0907376061545357
"27" "STANDING" "tGravityAcc Z" 0.160786568908869
"28" "WALKING" "tGravityAcc Z" 0.0937848419531168
"29" "WALKING_DOWNSTAIRS" "tGravityAcc Z" -0.0175537960271358
"30" "WALKING_UPSTAIRS" "tGravityAcc Z" 0.0931113239162008
"31" "LAYING" "tBodyAccJerk X" 0.0774734908105658
"32" "SITTING" "tBodyAccJerk X" 0.0790712717852476
"33" "STANDING" "tBodyAccJerk X" 0.0793258484985362
"34" "WALKING" "tBodyAccJerk X" 0.0786177735682462
"35" "WALKING_DOWNSTAIRS" "tBodyAccJerk X" 0.0774911457549573
"36" "WALKING_UPSTAIRS" "tBodyAccJerk X" 0.0818252451373899
"37" "LAYING" "tBodyAccJerk Y" 0.00710044254178292
"38" "SITTING" "tBodyAccJerk Y" 0.00857685892732736
"39" "STANDING" "tBodyAccJerk Y" 0.0107751106176233
"40" "WALKING" "tBodyAccJerk Y" 0.00789534621111905
"41" "WALKING_DOWNSTAIRS" "tBodyAccJerk Y" 0.00721830409070128
"42" "WALKING_UPSTAIRS" "tBodyAccJerk Y" 0.00552534447957707
"43" "LAYING" "tBodyAccJerk Z" -0.00302164057513632
"44" "SITTING" "tBodyAccJerk Z" -0.00362388311194035
"45" "STANDING" "tBodyAccJerk Z" -0.00528540143144795
"46" "WALKING" "tBodyAccJerk Z" -0.00326658232127323
"47" "WALKING_DOWNSTAIRS" "tBodyAccJerk Z" -0.00556340093447368
"48" "WALKING_UPSTAIRS" "tBodyAccJerk Z" -0.00797269168917811
